State,Country,Date,Measure,value,daily_change
,Malta,2020-03-29,confirmed,151,2
,Mauritania,2020-03-29,confirmed,5,0
,Mauritius,2020-03-29,confirmed,107,5
,Mexico,2020-03-29,confirmed,848,131
,Moldova,2020-03-29,confirmed,263,32
,Monaco,2020-03-29,confirmed,46,4
,Mongolia,2020-03-29,confirmed,12,0
,Montenegro,2020-03-29,confirmed,85,1
,Morocco,2020-03-29,confirmed,479,77
,Mozambique,2020-03-29,confirmed,8,0
,MS Zaandam,2020-03-29,confirmed,2,0
,Namibia,2020-03-29,confirmed,11,3
,Nepal,2020-03-29,confirmed,5,0
,Netherlands,2020-03-29,confirmed,10866,1104
,New Zealand,2020-03-29,confirmed,514,63
,Nicaragua,2020-03-29,confirmed,4,0
,Niger,2020-03-29,confirmed,18,8
,Nigeria,2020-03-29,confirmed,111,22
,North Macedonia,2020-03-29,confirmed,259,18
,Norway,2020-03-29,confirmed,4284,269
,Oman,2020-03-29,confirmed,167,15
,Pakistan,2020-03-29,confirmed,1597,102
,Panama,2020-03-29,confirmed,901,115
,Papua New Guinea,2020-03-29,confirmed,1,0
,Paraguay,2020-03-29,confirmed,59,3
,Peru,2020-03-29,confirmed,852,181
,Philippines,2020-03-29,confirmed,1418,343
,Poland,2020-03-29,confirmed,1862,224
,Portugal,2020-03-29,confirmed,5962,792
,Qatar,2020-03-29,confirmed,634,44
,Romania,2020-03-29,confirmed,1815,363
,Russia,2020-03-29,confirmed,1534,270
,Rwanda,2020-03-29,confirmed,70,10
,Saint Kitts and Nevis,2020-03-29,confirmed,2,0
,Saint Lucia,2020-03-29,confirmed,9,6
,Saint Vincent and the Grenadines,2020-03-29,confirmed,1,0
,San Marino,2020-03-29,confirmed,224,0
,Saudi Arabia,2020-03-29,confirmed,1299,96
,Senegal,2020-03-29,confirmed,142,12
,Serbia,2020-03-29,confirmed,741,82
,Seychelles,2020-03-29,confirmed,8,0
,Sierra Leone,2020-03-29,confirmed,0,0
,Singapore,2020-03-29,confirmed,844,42
,Slovakia,2020-03-29,confirmed,314,22
,Slovenia,2020-03-29,confirmed,730,46
,Somalia,2020-03-29,confirmed,3,0
,South Africa,2020-03-29,confirmed,1280,93
,South Sudan,2020-03-29,confirmed,0,0
,Spain,2020-03-29,confirmed,80110,6875
,Sri Lanka,2020-03-29,confirmed,117,4
,Sudan,2020-03-29,confirmed,6,1
,Suriname,2020-03-29,confirmed,8,0
,Sweden,2020-03-29,confirmed,3700,253
,Switzerland,2020-03-29,confirmed,14829,753
,Syria,2020-03-29,confirmed,9,4
,Taiwan,2020-03-29,confirmed,298,15
,Tanzania,2020-03-29,confirmed,14,0
,Thailand,2020-03-29,confirmed,1388,143
,Timor-Leste,2020-03-29,confirmed,1,0
,Togo,2020-03-29,confirmed,25,0
,Trinidad and Tobago,2020-03-29,confirmed,78,4
,Tunisia,2020-03-29,confirmed,312,34
,Turkey,2020-03-29,confirmed,9217,1815
,Uganda,2020-03-29,confirmed,33,3
,Ukraine,2020-03-29,confirmed,475,119
,UAE,2020-03-29,confirmed,570,102
,UK,2020-03-29,confirmed,19522,2433
,Uruguay,2020-03-29,confirmed,304,30
,US,2020-03-29,confirmed,140886,19408
,Uzbekistan,2020-03-29,confirmed,144,40
,Venezuela,2020-03-29,confirmed,119,0
,Vietnam,2020-03-29,confirmed,188,14
,West Bank and Gaza,2020-03-29,confirmed,109,11
,Western Sahara,2020-03-29,confirmed,0,0
,Zambia,2020-03-29,confirmed,29,1
,Zimbabwe,2020-03-29,confirmed,7,0
Alberta,Canada,2020-03-29,deaths,2,0
Anguilla,UK,2020-03-29,deaths,0,0
Anhui,China,2020-03-29,deaths,6,0
Aruba,Netherlands,2020-03-29,deaths,0,0
Australian Capital Territory,Australia,2020-03-29,deaths,0,0
Beijing,China,2020-03-29,deaths,8,0
Bermuda,UK,2020-03-29,deaths,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-03-29,deaths,0,0
British Columbia,Canada,2020-03-29,deaths,17,0
British Virgin Islands,UK,2020-03-29,deaths,0,0
Cayman Islands,UK,2020-03-29,deaths,1,0
Channel Islands,UK,2020-03-29,deaths,2,1
Chongqing,China,2020-03-29,deaths,6,0
Curacao,Netherlands,2020-03-29,deaths,1,0
Diamond Princess,Canada,2020-03-29,deaths,1,0
Falkland Islands (Islas Malvinas),UK,2020-03-29,deaths,0,0
Faroe Islands,Denmark,2020-03-29,deaths,0,0
French Guiana,France,2020-03-29,deaths,0,0
French Polynesia,France,2020-03-29,deaths,0,0
Fujian,China,2020-03-29,deaths,1,0
Gansu,China,2020-03-29,deaths,2,0
Gibraltar,UK,2020-03-29,deaths,0,0
Grand Princess,Canada,2020-03-29,deaths,0,0
Greenland,Denmark,2020-03-29,deaths,0,0
Guadeloupe,France,2020-03-29,deaths,4,2
Guangdong,China,2020-03-29,deaths,8,0
Guangxi,China,2020-03-29,deaths,2,0
Guizhou,China,2020-03-29,deaths,2,0
Hainan,China,2020-03-29,deaths,6,0
Hebei,China,2020-03-29,deaths,6,0
Heilongjiang,China,2020-03-29,deaths,13,0
Henan,China,2020-03-29,deaths,22,0
Hong Kong,China,2020-03-29,deaths,4,0
Hubei,China,2020-03-29,deaths,3182,5
Hunan,China,2020-03-29,deaths,4,0
Inner Mongolia,China,2020-03-29,deaths,1,0
Isle of Man,UK,2020-03-29,deaths,0,0
Jiangsu,China,2020-03-29,deaths,0,0
Jiangxi,China,2020-03-29,deaths,1,0
Jilin,China,2020-03-29,deaths,1,0
Liaoning,China,2020-03-29,deaths,2,0
Macau,China,2020-03-29,deaths,0,0
Manitoba,Canada,2020-03-29,deaths,1,0
Martinique,France,2020-03-29,deaths,1,0
Mayotte,France,2020-03-29,deaths,0,0
Montserrat,UK,2020-03-29,deaths,0,0
New Brunswick,Canada,2020-03-29,deaths,0,0
New Caledonia,France,2020-03-29,deaths,0,0
New South Wales,Australia,2020-03-29,deaths,8,0
Newfoundland and Labrador,Canada,2020-03-29,deaths,0,0
Ningxia,China,2020-03-29,deaths,0,0
Northern Territory,Australia,2020-03-29,deaths,0,0
Northwest Territories,Canada,2020-03-29,deaths,0,0
Nova Scotia,Canada,2020-03-29,deaths,0,0
Ontario,Canada,2020-03-29,deaths,21,3
Prince Edward Island,Canada,2020-03-29,deaths,0,0
Qinghai,China,2020-03-29,deaths,0,0
Quebec,Canada,2020-03-29,deaths,22,0
Queensland,Australia,2020-03-29,deaths,2,1
Recovered,Canada,2020-03-29,deaths,0,0
Reunion,France,2020-03-29,deaths,0,0
Saint Barthelemy,France,2020-03-29,deaths,0,0
Saint Pierre and Miquelon,France,2020-03-29,deaths,0,0
Saskatchewan,Canada,2020-03-29,deaths,0,0
Shaanxi,China,2020-03-29,deaths,3,0
Shandong,China,2020-03-29,deaths,7,0
Shanghai,China,2020-03-29,deaths,5,0
Shanxi,China,2020-03-29,deaths,0,0
Sichuan,China,2020-03-29,deaths,3,0
Sint Maarten,Netherlands,2020-03-29,deaths,0,0
South Australia,Australia,2020-03-29,deaths,0,0
St Martin,France,2020-03-29,deaths,0,0
Tasmania,Australia,2020-03-29,deaths,0,0
Tianjin,China,2020-03-29,deaths,3,0
Tibet,China,2020-03-29,deaths,0,0
Turks and Caicos Islands,UK,2020-03-29,deaths,0,0
Victoria,Australia,2020-03-29,deaths,4,1
Western Australia,Australia,2020-03-29,deaths,2,0
Xinjiang,China,2020-03-29,deaths,3,0
Yukon,Canada,2020-03-29,deaths,0,0
Yunnan,China,2020-03-29,deaths,2,0
Zhejiang,China,2020-03-29,deaths,1,0
,Afghanistan,2020-03-29,deaths,4,0
,Albania,2020-03-29,deaths,10,0
,Algeria,2020-03-29,deaths,31,2
,Andorra,2020-03-29,deaths,6,3
,Angola,2020-03-29,deaths,2,2
,Antigua and Barbuda,2020-03-29,deaths,0,0
,Argentina,2020-03-29,deaths,19,1
,Armenia,2020-03-29,deaths,3,2
,Austria,2020-03-29,deaths,86,18
,Azerbaijan,2020-03-29,deaths,4,0
,Bahamas,2020-03-29,deaths,0,0
,Bahrain,2020-03-29,deaths,4,0
,Bangladesh,2020-03-29,deaths,5,0
,Barbados,2020-03-29,deaths,0,0
,Belarus,2020-03-29,deaths,0,0
,Belgium,2020-03-29,deaths,431,78
,Belize,2020-03-29,deaths,0,0
,Benin,2020-03-29,deaths,0,0
,Bhutan,2020-03-29,deaths,0,0
,Bolivia,2020-03-29,deaths,1,1
,Bosnia and Herzegovina,2020-03-29,deaths,6,1
,Botswana,2020-03-29,deaths,0,0
,Brazil,2020-03-29,deaths,136,25
,Brunei,2020-03-29,deaths,1,0
,Bulgaria,2020-03-29,deaths,8,1
,Burkina Faso,2020-03-29,deaths,12,1
,Burma,2020-03-29,deaths,0,0
,Burundi,2020-03-29,deaths,0,0
,Cabo Verde,2020-03-29,deaths,1,0
,Cambodia,2020-03-29,deaths,0,0
,Cameroon,2020-03-29,deaths,6,4
,Central African Republic,2020-03-29,deaths,0,0
,Chad,2020-03-29,deaths,0,0
,Chile,2020-03-29,deaths,7,1
,Colombia,2020-03-29,deaths,10,4
,Congo (Brazzaville),2020-03-29,deaths,0,0
,Congo (Kinshasa),2020-03-29,deaths,6,0
,Costa Rica,2020-03-29,deaths,2,0
,Cote d'Ivoire,2020-03-29,deaths,1,1
,Croatia,2020-03-29,deaths,6,1
,Cuba,2020-03-29,deaths,3,0
,Cyprus,2020-03-29,deaths,5,0
,Czechia,2020-03-29,deaths,16,5
,Denmark,2020-03-29,deaths,72,7
,Diamond Princess,2020-03-29,deaths,10,0
,Djibouti,2020-03-29,deaths,0,0
,Dominica,2020-03-29,deaths,0,0
,Dominican Republic,2020-03-29,deaths,39,11
,Ecuador,2020-03-29,deaths,58,10
,Egypt,2020-03-29,deaths,40,4
,El Salvador,2020-03-29,deaths,0,0
,Equatorial Guinea,2020-03-29,deaths,0,0
,Eritrea,2020-03-29,deaths,0,0
,Estonia,2020-03-29,deaths,3,2
,Eswatini,2020-03-29,deaths,0,0
,Ethiopia,2020-03-29,deaths,0,0
,Fiji,2020-03-29,deaths,0,0
,Finland,2020-03-29,deaths,11,2
,France,2020-03-29,deaths,2606,292
,Gabon,2020-03-29,deaths,1,0
,Gambia,2020-03-29,deaths,1,0
,Georgia,2020-03-29,deaths,0,0
,Germany,2020-03-29,deaths,533,100
,Ghana,2020-03-29,deaths,5,0
,Greece,2020-03-29,deaths,38,6
,Grenada,2020-03-29,deaths,0,0
,Guatemala,2020-03-29,deaths,1,0
,Guinea,2020-03-29,deaths,0,0
,Guinea-Bissau,2020-03-29,deaths,0,0
,Guyana,2020-03-29,deaths,1,0
,Haiti,2020-03-29,deaths,0,0
,Holy See,2020-03-29,deaths,0,0
,Honduras,2020-03-29,deaths,3,2
,Hungary,2020-03-29,deaths,13,2
,Iceland,2020-03-29,deaths,2,0
,India,2020-03-29,deaths,27,3
,Indonesia,2020-03-29,deaths,114,12
,Iran,2020-03-29,deaths,2640,123
,Iraq,2020-03-29,deaths,42,0
,Ireland,2020-03-29,deaths,46,10
,Israel,2020-03-29,deaths,15,3
,Italy,2020-03-29,deaths,10779,756
,Jamaica,2020-03-29,deaths,1,0
,Japan,2020-03-29,deaths,54,2
,Jordan,2020-03-29,deaths,3,2
,Kazakhstan,2020-03-29,deaths,1,0
,Kenya,2020-03-29,deaths,1,0
,"Korea, South",2020-03-29,deaths,152,8
,Kosovo,2020-03-29,deaths,1,0
,Kuwait,2020-03-29,deaths,0,0
,Kyrgyzstan,2020-03-29,deaths,0,0
,Laos,2020-03-29,deaths,0,0
,Latvia,2020-03-29,deaths,0,0
,Lebanon,2020-03-29,deaths,10,2
,Liberia,2020-03-29,deaths,0,0
,Libya,2020-03-29,deaths,0,0
,Liechtenstein,2020-03-29,deaths,0,0
,Lithuania,2020-03-29,deaths,7,0
,Luxembourg,2020-03-29,deaths,21,3
,Madagascar,2020-03-29,deaths,0,0
,Malawi,2020-03-29,deaths,0,0
,Malaysia,2020-03-29,deaths,35,8
,Maldives,2020-03-29,deaths,0,0
,Mali,2020-03-29,deaths,1,1
,Malta,2020-03-29,deaths,0,0
,Mauritania,2020-03-29,deaths,0,0
,Mauritius,2020-03-29,deaths,3,1
,Mexico,2020-03-29,deaths,16,4
,Moldova,2020-03-29,deaths,2,0
,Monaco,2020-03-29,deaths,1,1
,Mongolia,2020-03-29,deaths,0,0
,Montenegro,2020-03-29,deaths,1,0
,Morocco,2020-03-29,deaths,26,1
,Mozambique,2020-03-29,deaths,0,0
,MS Zaandam,2020-03-29,deaths,0,0
,Namibia,2020-03-29,deaths,0,0
,Nepal,2020-03-29,deaths,0,0
,Netherlands,2020-03-29,deaths,771,132
,New Zealand,2020-03-29,deaths,1,1
,Nicaragua,2020-03-29,deaths,1,0
,Niger,2020-03-29,deaths,1,0
,Nigeria,2020-03-29,deaths,1,0
,North Macedonia,2020-03-29,deaths,6,2
,Norway,2020-03-29,deaths,25,2
,Oman,2020-03-29,deaths,0,0
,Pakistan,2020-03-29,deaths,14,2
,Panama,2020-03-29,deaths,17,3
,Papua New Guinea,2020-03-29,deaths,0,0
,Paraguay,2020-03-29,deaths,3,0
,Peru,2020-03-29,deaths,18,2
,Philippines,2020-03-29,deaths,71,3
,Poland,2020-03-29,deaths,22,4
,Portugal,2020-03-29,deaths,119,19
,Qatar,2020-03-29,deaths,1,0
,Romania,2020-03-29,deaths,43,6
,Russia,2020-03-29,deaths,8,4
,Rwanda,2020-03-29,deaths,0,0
,Saint Kitts and Nevis,2020-03-29,deaths,0,0
,Saint Lucia,2020-03-29,deaths,0,0
,Saint Vincent and the Grenadines,2020-03-29,deaths,0,0
,San Marino,2020-03-29,deaths,22,0
,Saudi Arabia,2020-03-29,deaths,8,4
,Senegal,2020-03-29,deaths,0,0
,Serbia,2020-03-29,deaths,13,3
,Seychelles,2020-03-29,deaths,0,0
,Sierra Leone,2020-03-29,deaths,0,0
,Singapore,2020-03-29,deaths,3,1
,Slovakia,2020-03-29,deaths,0,0
,Slovenia,2020-03-29,deaths,11,2
,Somalia,2020-03-29,deaths,0,0
,South Africa,2020-03-29,deaths,2,1
,South Sudan,2020-03-29,deaths,0,0
,Spain,2020-03-29,deaths,6803,821
,Sri Lanka,2020-03-29,deaths,1,0
,Sudan,2020-03-29,deaths,1,0
,Suriname,2020-03-29,deaths,0,0
,Sweden,2020-03-29,deaths,110,5
,Switzerland,2020-03-29,deaths,300,36
,Syria,2020-03-29,deaths,1,1
,Taiwan,2020-03-29,deaths,2,0
,Tanzania,2020-03-29,deaths,0,0
,Thailand,2020-03-29,deaths,7,1
,Timor-Leste,2020-03-29,deaths,0,0
,Togo,2020-03-29,deaths,1,0
,Trinidad and Tobago,2020-03-29,deaths,3,0
,Tunisia,2020-03-29,deaths,8,0
,Turkey,2020-03-29,deaths,131,23
,Uganda,2020-03-29,deaths,0,0
,Ukraine,2020-03-29,deaths,10,1
,UAE,2020-03-29,deaths,3,1
,UK,2020-03-29,deaths,1228,209
,Uruguay,2020-03-29,deaths,1,1
,US,2020-03-29,deaths,2467,441
,Uzbekistan,2020-03-29,deaths,2,0
,Venezuela,2020-03-29,deaths,2,0
,Vietnam,2020-03-29,deaths,0,0
,West Bank and Gaza,2020-03-29,deaths,1,0
,Western Sahara,2020-03-29,deaths,0,0
,Zambia,2020-03-29,deaths,0,0
,Zimbabwe,2020-03-29,deaths,1,0
Alberta,Canada,2020-03-29,recovered,0,0
Anguilla,UK,2020-03-29,recovered,0,0
Anhui,China,2020-03-29,recovered,984,0
Aruba,Netherlands,2020-03-29,recovered,1,0
Australian Capital Territory,Australia,2020-03-29,recovered,2,0
Beijing,China,2020-03-29,recovered,412,2
Bermuda,UK,2020-03-29,recovered,2,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-03-29,recovered,0,0
British Columbia,Canada,2020-03-29,recovered,0,0
British Virgin Islands,UK,2020-03-29,recovered,0,0
Cayman Islands,UK,2020-03-29,recovered,0,0
Channel Islands,UK,2020-03-29,recovered,0,0
Chongqing,China,2020-03-29,recovered,570,0
Curacao,Netherlands,2020-03-29,recovered,2,0
Diamond Princess,Canada,2020-03-29,recovered,0,0
Falkland Islands (Islas Malvinas),UK,2020-03-29,recovered,0,0
Faroe Islands,Denmark,2020-03-29,recovered,70,16
French Guiana,France,2020-03-29,recovered,6,0
French Polynesia,France,2020-03-29,recovered,0,0
Fujian,China,2020-03-29,recovered,295,0
Gansu,China,2020-03-29,recovered,125,0
Gibraltar,UK,2020-03-29,recovered,14,0
Grand Princess,Canada,2020-03-29,recovered,0,0
Greenland,Denmark,2020-03-29,recovered,2,0
Guadeloupe,France,2020-03-29,recovered,17,0
Guangdong,China,2020-03-29,recovered,1349,8
Guangxi,China,2020-03-29,recovered,250,0
Guizhou,China,2020-03-29,recovered,144,0
Hainan,China,2020-03-29,recovered,168,0
Hebei,China,2020-03-29,recovered,310,0
Heilongjiang,China,2020-03-29,recovered,469,0
Henan,China,2020-03-29,recovered,1251,0
Hong Kong,China,2020-03-29,recovered,112,0
Hubei,China,2020-03-29,recovered,62570,472
Hunan,China,2020-03-29,recovered,1014,0
Inner Mongolia,China,2020-03-29,recovered,74,0
Isle of Man,UK,2020-03-29,recovered,0,0
Jiangsu,China,2020-03-29,recovered,631,0
Jiangxi,China,2020-03-29,recovered,934,0
Jilin,China,2020-03-29,recovered,92,0
Liaoning,China,2020-03-29,recovered,124,0
Macau,China,2020-03-29,recovered,10,0
Manitoba,Canada,2020-03-29,recovered,0,0
Martinique,France,2020-03-29,recovered,0,0
Mayotte,France,2020-03-29,recovered,0,0
Montserrat,UK,2020-03-29,recovered,0,0
New Brunswick,Canada,2020-03-29,recovered,0,0
New Caledonia,France,2020-03-29,recovered,0,0
New South Wales,Australia,2020-03-29,recovered,4,0
Newfoundland and Labrador,Canada,2020-03-29,recovered,0,0
Ningxia,China,2020-03-29,recovered,75,0
Northern Territory,Australia,2020-03-29,recovered,0,0
Northwest Territories,Canada,2020-03-29,recovered,0,0
Nova Scotia,Canada,2020-03-29,recovered,0,0
Ontario,Canada,2020-03-29,recovered,0,0
Prince Edward Island,Canada,2020-03-29,recovered,0,0
Qinghai,China,2020-03-29,recovered,18,0
Quebec,Canada,2020-03-29,recovered,0,0
Queensland,Australia,2020-03-29,recovered,8,0
Recovered,Canada,2020-03-29,recovered,0,0
Reunion,France,2020-03-29,recovered,1,0
Saint Barthelemy,France,2020-03-29,recovered,0,0
Saint Pierre and Miquelon,France,2020-03-29,recovered,0,0
Saskatchewan,Canada,2020-03-29,recovered,0,0
Shaanxi,China,2020-03-29,recovered,242,0
Shandong,China,2020-03-29,recovered,752,0
Shanghai,China,2020-03-29,recovered,334,0
Shanxi,China,2020-03-29,recovered,133,0
Sichuan,China,2020-03-29,recovered,536,0
Sint Maarten,Netherlands,2020-03-29,recovered,0,0
South Australia,Australia,2020-03-29,recovered,6,0
St Martin,France,2020-03-29,recovered,0,0
Tasmania,Australia,2020-03-29,recovered,5,0
Tianjin,China,2020-03-29,recovered,133,0
Tibet,China,2020-03-29,recovered,1,0
Turks and Caicos Islands,UK,2020-03-29,recovered,0,0
Victoria,Australia,2020-03-29,recovered,191,0
Western Australia,Australia,2020-03-29,recovered,28,0
Xinjiang,China,2020-03-29,recovered,73,0
Yukon,Canada,2020-03-29,recovered,0,0
Yunnan,China,2020-03-29,recovered,172,0
Zhejiang,China,2020-03-29,recovered,1225,0
,Afghanistan,2020-03-29,recovered,2,0
,Albania,2020-03-29,recovered,33,2
,Algeria,2020-03-29,recovered,31,0
,Andorra,2020-03-29,recovered,1,0
,Angola,2020-03-29,recovered,0,0
,Antigua and Barbuda,2020-03-29,recovered,0,0
,Argentina,2020-03-29,recovered,72,0
,Armenia,2020-03-29,recovered,30,0
,Austria,2020-03-29,recovered,479,254
,Azerbaijan,2020-03-29,recovered,15,0
,Bahamas,2020-03-29,recovered,1,0
,Bahrain,2020-03-29,recovered,272,7
,Bangladesh,2020-03-29,recovered,15,0
,Barbados,2020-03-29,recovered,0,0
,Belarus,2020-03-29,recovered,32,0
,Belgium,2020-03-29,recovered,1359,296
,Belize,2020-03-29,recovered,0,0
,Benin,2020-03-29,recovered,0,0
,Bhutan,2020-03-29,recovered,0,0
,Bolivia,2020-03-29,recovered,0,0
,Bosnia and Herzegovina,2020-03-29,recovered,8,3
,Botswana,2020-03-29,recovered,0,0
,Brazil,2020-03-29,recovered,6,0
,Brunei,2020-03-29,recovered,34,9
,Bulgaria,2020-03-29,recovered,14,3
,Burkina Faso,2020-03-29,recovered,23,2
,Burma,2020-03-29,recovered,0,0
,Burundi,2020-03-29,recovered,0,0
,Cabo Verde,2020-03-29,recovered,0,0
,Cambodia,2020-03-29,recovered,21,8
,Cameroon,2020-03-29,recovered,5,3
,Central African Republic,2020-03-29,recovered,0,0
,Chad,2020-03-29,recovered,0,0
,Chile,2020-03-29,recovered,75,14
,Colombia,2020-03-29,recovered,10,0
,Congo (Brazzaville),2020-03-29,recovered,0,0
,Congo (Kinshasa),2020-03-29,recovered,2,0
,Costa Rica,2020-03-29,recovered,3,0
,Cote d'Ivoire,2020-03-29,recovered,4,1
,Croatia,2020-03-29,recovered,52,7
,Cuba,2020-03-29,recovered,4,0
,Cyprus,2020-03-29,recovered,15,0
,Czechia,2020-03-29,recovered,11,0
,Denmark,2020-03-29,recovered,1,0
,Diamond Princess,2020-03-29,recovered,603,6
,Djibouti,2020-03-29,recovered,0,0
,Dominica,2020-03-29,recovered,0,0
,Dominican Republic,2020-03-29,recovered,3,0
,Ecuador,2020-03-29,recovered,3,0
,Egypt,2020-03-29,recovered,132,11
,El Salvador,2020-03-29,recovered,0,0
,Equatorial Guinea,2020-03-29,recovered,0,0
,Eritrea,2020-03-29,recovered,0,0
,Estonia,2020-03-29,recovered,20,0
,Eswatini,2020-03-29,recovered,0,0
,Ethiopia,2020-03-29,recovered,1,0
,Fiji,2020-03-29,recovered,0,0
,Finland,2020-03-29,recovered,10,0
,France,2020-03-29,recovered,7202,1502
,Gabon,2020-03-29,recovered,0,0
,Gambia,2020-03-29,recovered,0,0
,Georgia,2020-03-29,recovered,18,4
,Germany,2020-03-29,recovered,9211,730
,Ghana,2020-03-29,recovered,2,0
,Greece,2020-03-29,recovered,52,0
,Grenada,2020-03-29,recovered,0,0
,Guatemala,2020-03-29,recovered,10,0
,Guinea,2020-03-29,recovered,0,0
,Guinea-Bissau,2020-03-29,recovered,0,0
,Guyana,2020-03-29,recovered,0,0
,Haiti,2020-03-29,recovered,1,1
,Holy See,2020-03-29,recovered,0,0
,Honduras,2020-03-29,recovered,3,0
,Hungary,2020-03-29,recovered,34,0
,Iceland,2020-03-29,recovered,135,21
,India,2020-03-29,recovered,95,11
,Indonesia,2020-03-29,recovered,64,5
,Iran,2020-03-29,recovered,12391,712
,Iraq,2020-03-29,recovered,143,12
,Ireland,2020-03-29,recovered,5,0
,Israel,2020-03-29,recovered,132,43
,Italy,2020-03-29,recovered,13030,646
,Jamaica,2020-03-29,recovered,2,0
,Japan,2020-03-29,recovered,424,20
,Jordan,2020-03-29,recovered,18,0
,Kazakhstan,2020-03-29,recovered,20,4
,Kenya,2020-03-29,recovered,1,0
,"Korea, South",2020-03-29,recovered,5033,222
,Kosovo,2020-03-29,recovered,1,0
,Kuwait,2020-03-29,recovered,67,3
,Kyrgyzstan,2020-03-29,recovered,0,0
,Laos,2020-03-29,recovered,0,0
,Latvia,2020-03-29,recovered,1,0
,Lebanon,2020-03-29,recovered,30,0
,Liberia,2020-03-29,recovered,0,0
,Libya,2020-03-29,recovered,0,0
,Liechtenstein,2020-03-29,recovered,0,0
,Lithuania,2020-03-29,recovered,1,0
,Luxembourg,2020-03-29,recovered,40,0
,Madagascar,2020-03-29,recovered,0,0
,Malawi,2020-03-29,recovered,0,0
,Malaysia,2020-03-29,recovered,388,68
,Maldives,2020-03-29,recovered,13,4
,Mali,2020-03-29,recovered,0,0
,Malta,2020-03-29,recovered,2,0
,Mauritania,2020-03-29,recovered,2,2
,Mauritius,2020-03-29,recovered,0,0
,Mexico,2020-03-29,recovered,4,0
,Moldova,2020-03-29,recovered,2,0
,Monaco,2020-03-29,recovered,1,0
,Mongolia,2020-03-29,recovered,0,0
,Montenegro,2020-03-29,recovered,0,0
,Morocco,2020-03-29,recovered,13,2
,Mozambique,2020-03-29,recovered,0,0
,MS Zaandam,2020-03-29,recovered,0,0
,Namibia,2020-03-29,recovered,2,0
,Nepal,2020-03-29,recovered,1,0
,Netherlands,2020-03-29,recovered,250,247
,New Zealand,2020-03-29,recovered,56,6
,Nicaragua,2020-03-29,recovered,0,0
,Niger,2020-03-29,recovered,0,0
,Nigeria,2020-03-29,recovered,3,0
,North Macedonia,2020-03-29,recovered,3,0
,Norway,2020-03-29,recovered,7,0
,Oman,2020-03-29,recovered,23,0
,Pakistan,2020-03-29,recovered,29,0
,Panama,2020-03-29,recovered,4,2
,Papua New Guinea,2020-03-29,recovered,0,0
,Paraguay,2020-03-29,recovered,1,0
,Peru,2020-03-29,recovered,16,0
,Philippines,2020-03-29,recovered,42,7
,Poland,2020-03-29,recovered,7,0
,Portugal,2020-03-29,recovered,43,0
,Qatar,2020-03-29,recovered,48,3
,Romania,2020-03-29,recovered,206,67
,Russia,2020-03-29,recovered,64,15
,Rwanda,2020-03-29,recovered,0,0
,Saint Kitts and Nevis,2020-03-29,recovered,0,0
,Saint Lucia,2020-03-29,recovered,1,0
,Saint Vincent and the Grenadines,2020-03-29,recovered,1,0
,San Marino,2020-03-29,recovered,6,0
,Saudi Arabia,2020-03-29,recovered,66,29
,Senegal,2020-03-29,recovered,27,9
,Serbia,2020-03-29,recovered,0,0
,Seychelles,2020-03-29,recovered,0,0
,Sierra Leone,2020-03-29,recovered,0,0
,Singapore,2020-03-29,recovered,212,14
,Slovakia,2020-03-29,recovered,2,0
,Slovenia,2020-03-29,recovered,10,0
,Somalia,2020-03-29,recovered,0,0
,South Africa,2020-03-29,recovered,31,0
,South Sudan,2020-03-29,recovered,0,0
,Spain,2020-03-29,recovered,14709,2424
,Sri Lanka,2020-03-29,recovered,11,2
,Sudan,2020-03-29,recovered,0,0
,Suriname,2020-03-29,recovered,0,0
,Sweden,2020-03-29,recovered,16,0
,Switzerland,2020-03-29,recovered,1595,65
,Syria,2020-03-29,recovered,0,0
,Taiwan,2020-03-29,recovered,30,0
,Tanzania,2020-03-29,recovered,1,0
,Thailand,2020-03-29,recovered,97,0
,Timor-Leste,2020-03-29,recovered,0,0
,Togo,2020-03-29,recovered,1,0
,Trinidad and Tobago,2020-03-29,recovered,1,0
,Tunisia,2020-03-29,recovered,2,0
,Turkey,2020-03-29,recovered,105,35
,Uganda,2020-03-29,recovered,0,0
,Ukraine,2020-03-29,recovered,6,1
,UAE,2020-03-29,recovered,58,6
,UK,2020-03-29,recovered,135,0
,Uruguay,2020-03-29,recovered,0,0
,US,2020-03-29,recovered,2665,1593
,Uzbekistan,2020-03-29,recovered,7,2
,Venezuela,2020-03-29,recovered,39,0
,Vietnam,2020-03-29,recovered,25,4
,West Bank and Gaza,2020-03-29,recovered,18,0
,Western Sahara,2020-03-29,recovered,0,0
,Zambia,2020-03-29,recovered,0,0
,Zimbabwe,2020-03-29,recovered,0,0
Alberta,Canada,2020-03-30,confirmed,661,40
Anguilla,UK,2020-03-30,confirmed,2,0
Anhui,China,2020-03-30,confirmed,990,0
Aruba,Netherlands,2020-03-30,confirmed,50,0
Australian Capital Territory,Australia,2020-03-30,confirmed,78,1
Beijing,China,2020-03-30,confirmed,577,0
Bermuda,UK,2020-03-30,confirmed,27,5
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-03-30,confirmed,0,0
British Columbia,Canada,2020-03-30,confirmed,970,86
British Virgin Islands,UK,2020-03-30,confirmed,2,0
